iotDevice1;0,146411
iotDevice2;0,130470
iotDevice3;0,117346
iotDevice4;0,110841
iotDevice5;0,116264
iotDevice6;0,111090
iotDevice7;0,098856
iotDevice8;0,095699
iotDevice9;0,098783
iotDevice10;0,098903
iotDevice11;2,411237
iotDevice12;2,427002
iotDevice13;2,412252
iotDevice14;2,428074
iotDevice15;2,433203
iotDevice16;2,392588
iotDevice17;2,406946
iotDevice18;2,442500
iotDevice19;2,571379
iotDevice20;2,427677
iotDevice21;2,404941
iotDevice22;2,451519
iotDevice23;2,396609
iotDevice24;2,395188
iotDevice25;2,395820
iotDevice26;2,408870
iotDevice27;2,414554
iotDevice28;2,407327
iotDevice29;2,399933
iotDevice30;2,396259
iotDevice31;2,396488
iotDevice32;2,419942
iotDevice33;2,406958
iotDevice34;2,414862
iotDevice35;2,398418
iotDevice36;2,450034
iotDevice37;2,429141
iotDevice38;2,424385
iotDevice39;2,419658
iotDevice40;2,449497
iotDevice41;2,461449
iotDevice42;2,443094
iotDevice43;2,373026
iotDevice44;2,399323
iotDevice45;2,394100
iotDevice46;2,416318
iotDevice47;2,404504
iotDevice48;2,417555
iotDevice49;2,415469
iotDevice50;2,395637
iotDevice51;2,401877
iotDevice52;2,392064
iotDevice53;2,393780
iotDevice54;2,409954
iotDevice55;2,421171
iotDevice56;2,428208
iotDevice57;2,439551
iotDevice58;2,399096
iotDevice59;2,564217
iotDevice60;2,386799
iotDevice61;2,419562
iotDevice62;2,482032
iotDevice63;2,386512
iotDevice64;2,386662
iotDevice65;2,396948
iotDevice66;2,396159
iotDevice67;2,410188
iotDevice68;2,463218
iotDevice69;2,384197
iotDevice70;2,382230
iotDevice71;2,405537
iotDevice72;2,417861
iotDevice73;2,381778
iotDevice74;2,417353
iotDevice75;2,410479
iotDevice76;2,418290
iotDevice77;2,382375
iotDevice78;2,385442
iotDevice79;2,722211
iotDevice80;2,772535
iotDevice81;2,387900
iotDevice82;2,385720
iotDevice83;2,386166
iotDevice84;2,395173
iotDevice85;2,398493
iotDevice86;2,403969
iotDevice87;2,433931
iotDevice88;2,407644
iotDevice89;2,406041
iotDevice90;2,406459
iotDevice91;2,405809
iotDevice92;2,394219
iotDevice93;2,400284
iotDevice94;2,376443
iotDevice95;2,393090
iotDevice96;2,413854
iotDevice97;2,386060
iotDevice98;2,384191
iotDevice99;2,526406
iotDevice100;2,394909
iotDevice101;2,395180
iotDevice102;2,393823
iotDevice103;2,405124
iotDevice104;2,408628
iotDevice105;2,484359
iotDevice106;2,407555
iotDevice107;2,394471
iotDevice108;2,397300
iotDevice109;2,398743
iotDevice110;2,420376
iotDevice111;2,415467
iotDevice112;2,410061
iotDevice113;2,404440
iotDevice114;2,406637
iotDevice115;2,384430
iotDevice116;2,407673
iotDevice117;2,403725
iotDevice118;2,470398
iotDevice119;2,386976
iotDevice120;2,384383
iotDevice121;2,365298
iotDevice122;2,398042
iotDevice123;2,449031
iotDevice124;2,397296
iotDevice125;2,375468
iotDevice126;2,394952
iotDevice127;2,400666
iotDevice128;2,396032
iotDevice129;2,420153
iotDevice130;2,391591
iotDevice131;2,408193
iotDevice132;2,488551
iotDevice133;2,393394
iotDevice134;2,388214
iotDevice135;2,416637
iotDevice136;2,395812
iotDevice137;2,514752
iotDevice138;2,385291
iotDevice139;2,406170
iotDevice140;2,387952
iotDevice141;2,403467
iotDevice142;2,386627
iotDevice143;2,428357
iotDevice144;2,427465
iotDevice145;2,435975
iotDevice146;2,393842
iotDevice147;2,396438
iotDevice148;2,406057
iotDevice149;2,431475
iotDevice150;2,559552
iotDevice151;2,496717
iotDevice152;2,528393
iotDevice153;2,411526
iotDevice154;2,395880
iotDevice155;2,449793
iotDevice156;2,440043
iotDevice157;2,421228
iotDevice158;2,417378
iotDevice159;2,443652
iotDevice160;2,387121
iotDevice161;2,407208
iotDevice162;2,404282
iotDevice163;2,406225
iotDevice164;2,395533
iotDevice165;2,391990
iotDevice166;2,419270
iotDevice167;2,404956
iotDevice168;2,397181
iotDevice169;2,404594
iotDevice170;2,388079
